id,image_url,caption,name,hp,set_name
sm2-25,https://images.pokemontcg.io/sm2/25_hires.png,"A Stage 2 Pokemon Card of type Water with the title Politoed and 130 HP of rarity Rare Holo evolved from Poliwhirl from the set Guardians Rising and the flavor text: They gather on moonlit nights to form a large chorus. Their cries sound angry and not at all pleasant, but they are certainly distinctive. It has the attack Roll Call with the cost Water, the energy cost 1 with the description: Search your deck for a Poliwag, a Poliwhirl, and a Poliwrath, and put them onto your Bench. Then, shuffle your deck. It has the attack Hyper Jump with the cost Water, Colorless, Colorless, the energy cost 3 and the damage of 100 with the description: You may shuffle this Pokemon and all cards attached to it into your deck. It has weakness against Grass 2. ",Politoed,130,Guardians Rising
dp5-18,https://images.pokemontcg.io/dp5/18_hires.png,"A Stage 1 Pokemon Card of type Psychic with the title Espeon and 80 HP of rarity Rare evolved from Eevee from the set Majestic Dawn and the flavor text: Its fur has the look and feel of velvet. The orb on its forehead glows when it uses psycho-power. It has the attack Morning Sun with the cost Psychic, Colorless, Colorless, the energy cost 3 and the damage of 60 with the description: You may move an Energy card attached to Espeon to 1 of your Benched Pokemon. It has the ability Sunlight Veil with the description: Each of your Pokemon that evolves from Eevee gets +20 HP. You can't use more than 1 Sunlight Veil Poke-Body each turn. It has weakness against Psychic +20. ",Espeon,80,Majestic Dawn
ex14-23,https://images.pokemontcg.io/ex14/23_hires.png,"A Stage 1 Pokemon Card of type Colorless with the title Loudred and 70 HP of rarity Rare evolved from Whismur from the set Crystal Guardians.  It has the attack Surprise with the cost Colorless, Colorless, the energy cost 2 and the damage of 20 with the description: Choose 1 card from your opponent's hand without looking. Look at the card you chose, then have your opponent shuffle that card into his or her deck. It has the attack Bass Control with the cost Colorless, Colorless, Colorless, the energy cost 3 with the description: Choose 1 of your opponent's Pokemon. This attack does 40 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has weakness against Fighting 2. ",Loudred,70,Crystal Guardians
sm8-24,https://images.pokemontcg.io/sm8/24_hires.png,"A Basic Pokemon Card of type Grass with the title Wurmple and 60 HP of rarity Common from the set Lost Thunder and the flavor text: It lives among the tall grass and in forests. It repels attacks by raising up the spikes on its rear. It has the attack Poison Sting with the cost Grass, the energy cost 1 with the description: Your opponent's Active Pokemon is now Poisoned. It has weakness against Fire 2. ",Wurmple,60,Lost Thunder
sm35-16,https://images.pokemontcg.io/sm35/16_hires.png,"A Stage 1 Pokemon Card of type Fire with the title Torracat and 90 HP of rarity Common evolved from Litten from the set Shining Legends and the flavor text: At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokemon spits fire. It has the attack Swagger with the cost Colorless, the energy cost 1 with the description: Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon. It has the attack Fire Claws with the cost Fire, Colorless, the energy cost 2 and the damage of 30. It has weakness against Water 2. ",Torracat,90,Shining Legends
dp2-19,https://images.pokemontcg.io/dp2/19_hires.png,"A Stage 1 Pokemon Card of type Grass with the title Abomasnow and 100 HP of rarity Rare evolved from Snover from the set Mysterious Treasures and the flavor text: It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman. It has the attack Heavy Blizzard with the cost Water, Colorless, Colorless, the energy cost 3 and the damage of 60 with the description: Flip a coin. If heads, put 1 damage counter on each of your opponent's Benched Pokemon. It has the ability Glacier Snow with the description: If Abomasnow is your Active Pokemon and is damaged by an opponent's attack (even if Abomasnow is Knocked Out), the Attacking Pokemon is now Asleep. It has weakness against Fire +30. ",Abomasnow,100,Mysterious Treasures
xy7-27,https://images.pokemontcg.io/xy7/27_hires.png,"A Basic, EX Pokemon Card of type Lightning with the title Ampharos-EX and 170 HP of rarity Rare Holo EX from the set Ancient Origins.  It has the attack Thunder Rod with the cost Colorless, the energy cost 1 with the description: Look at the top 4 cards of your deck and attach as many Lightning Energy cards you find there as you like to this Pokemon. Shuffle the other cards back into your deck. It has the attack Sparkling Tail with the cost Lightning, Lightning, Colorless, Colorless, the energy cost 4 and the damage of 100 with the description: This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokemon. It has weakness against Fighting 2. It has resistance against Metal -20. ",Ampharos-EX,170,Ancient Origins
ex15-15,https://images.pokemontcg.io/ex15/15_hires.png,"A Stage 1 Pokemon Card of type Colorless with the title Dewgong  and 80 HP of rarity Rare evolved from Seel from the set Dragon Frontiers.  It has the attack Ice Beam with the cost Colorless, Colorless, the energy cost 2 and the damage of 20 with the description: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. It has the attack Surge with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 40+ with the description: If Dewgong has at least 2 Water Energy attached to it, this attack does 40 damage plus 20 more damage. It has the ability Delta Protection with the description: Any damage done to Dewgong by attacks from your opponent's Pokemon that has  on its card is reduced by 40 (after applying Weakness and Resistance). It has weakness against Lightning 2. ",Dewgong δ,80,Dragon Frontiers
sm12-28,https://images.pokemontcg.io/sm12/28_hires.png,"A Basic Pokemon Card of type Fire with the title Entei and 130 HP of rarity Rare from the set Cosmic Eclipse and the flavor text: A Pokemon that races across the land. It is said that one is born every time a new volcano appears. It has the attack Rally Back with the cost Fire, Colorless, the energy cost 2 and the damage of 30+ with the description: If any of your Pokemon were Knocked Out by damage from an opponent's attack during their last turn, this attack does 90 more damage. It has the attack Fire Mane with the cost Fire, Fire, Colorless, the energy cost 3 and the damage of 100. It has weakness against Water 2. ",Entei,130,Cosmic Eclipse
xy12-19,https://images.pokemontcg.io/xy12/19_hires.png,"A Basic Pokemon Card of type Fire with the title Ponyta and 60 HP of rarity Common from the set Evolutions and the flavor text: Its body is light, and its legs are incredibly powerful. It can clear Ayers Rock in one leap. It has the attack Smash Kick with the cost Colorless, Colorless, the energy cost 2 and the damage of 20. It has the attack Flame Tail with the cost Fire, Fire, the energy cost 2 and the damage of 30. It has weakness against Water 2. ",Ponyta,60,Evolutions
g1-16,https://images.pokemontcg.io/g1/16_hires.png,"A Basic Pokemon Card of type Fire with the title Magmar and 80 HP of rarity Common from the set Generations and the flavor text: Found near the mouth of a volcano. This fire-breather's body temperature is nearly 2,200 degrees Fahrenheit. It has the attack Ram with the cost Fire, the energy cost 1 and the damage of 10. It has the attack Ember with the cost Fire, Colorless, the energy cost 2 and the damage of 30 with the description: Discard a Fire Energy attached to this Pokemon. It has weakness against Water 2. ",Magmar,80,Generations
swsh35-27,https://images.pokemontcg.io/swsh35/27_hires.png,"A Basic, V Pokemon Card of type Fighting with the title Lucario V and 210 HP of rarity Rare Holo V from the set Champion's Path.  It has the attack Aura Sphere with the cost Fighting, the energy cost 1 and the damage of 40 with the description: This attack also does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has the attack Beatdown Smash with the cost Fighting, Fighting, Colorless, the energy cost 3 and the damage of 180 with the description: During your next turn, this Pokemon can't use Beatdown Smash. It has weakness against Psychic 2. ",Lucario V,210,Champion's Path
swshp-SWSH017,https://images.pokemontcg.io/swshp/SWSH017_hires.png,"A Basic, V Pokemon Card of type Lightning with the title Toxtricity V and 210 HP of rarity Promo from the set SWSH Black Star Promos.  It has the attack Energize with the cost Colorless, the energy cost 1 with the description: Attach a Lightning Energy card from your discard pile to this Pokemon. It has the attack Venom Slap with the cost Lightning, Lightning, Colorless, the energy cost 3 and the damage of 120 with the description: Your opponent's Active Pokemon is now Poisoned. It has weakness against Fighting 2. ",Toxtricity V,210,SWSH Black Star Promos
hgss4-27,https://images.pokemontcg.io/hgss4/27_hires.png,"A Stage 1 Pokemon Card of type Fire with the title Magmortar and 100 HP of rarity Rare evolved from Magmar from the set HSTriumphant and the flavor text: It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles. It has the attack Top Burner with the cost Fire, the energy cost 1 with the description: For each Fire Energy attached to Magmortar, discard the top card from your opponent's deck. Then, flip a coin. If tail, discard all Fire Energy attached to Magmortar. It has the attack Burst Punch with the cost Fire, Fire, Colorless, the energy cost 3 and the damage of 60 with the description: The Defending Pokemon is now Burned. It has weakness against Water 2. ",Magmortar,100,HS—Triumphant
ex2-18,https://images.pokemontcg.io/ex2/18_hires.png,"A Basic Pokemon Card of type Colorless with the title Kecleon and 60 HP of rarity Rare from the set Sandstorm.  It has the attack Double Scratch with the cost Colorless, Colorless, the energy cost 2 and the damage of 20 with the description: Flip 2 coins. This attack does 20 damage times the number of heads. It has the ability Energy Variation with the description: Kecleon's type is the same as every type of basic Energy card attached to Kecleon. It has weakness against Fighting 2. ",Kecleon,60,Sandstorm
bw4-30,https://images.pokemontcg.io/bw4/30_hires.png,"A Basic Pokemon Card of type Water with the title Basculin and 80 HP of rarity Uncommon from the set Next Destinies and the flavor text: Red and blue Basculin usually do not get along, but sometimes members of one school mingle with the other's school. It has the attack Bite with the cost Colorless, the energy cost 1 and the damage of 10. It has the attack Bared Fangs with the cost Water, the energy cost 1 and the damage of 40 with the description: If, before this Pokemon does damage, the Defending Pokemon has no damage counters on it, this attack does nothing. It has weakness against Lightning 2. ",Basculin,80,Next Destinies
ex6-22,https://images.pokemontcg.io/ex6/22_hires.png,"A Stage 1 Pokemon Card of type Fighting with the title Dugtrio and 80 HP of rarity Rare evolved from Diglett from the set FireRed & LeafGreen.  It has the attack Sonicboom with the cost Fighting, Colorless, the energy cost 2 and the damage of 30 with the description: This attack's damage isn't affected by Weakness or Resistance. It has the attack Rumble with the cost Fighting, Colorless, Colorless, the energy cost 3 and the damage of 50 with the description: The Defending Pokemon can't retreat until the end of your opponent's next turn. It has weakness against Grass 2. ",Dugtrio,80,FireRed & LeafGreen
swshp-SWSH018,https://images.pokemontcg.io/swshp/SWSH018_hires.png,"A Basic, V Pokemon Card of type Metal with the title Zacian V and 220 HP of rarity Promo from the set SWSH Black Star Promos.  It has the attack Brave Blade with the cost Metal, Metal, Metal, the energy cost 3 and the damage of 230 with the description: During your next turn, this Pokemon can't attack. It has the ability Intrepid Sword with the description: Once during your turn, you may look at the top 3 cards of your deck and attach any number of Metal Energy cards you find there to this Pokemon. Put the other cards into your hand. If you use this Ability, your turn ends. It has weakness against Fire 2. It has resistance against Grass -30. ",Zacian V,220,SWSH Black Star Promos
bw8-26,https://images.pokemontcg.io/bw8/26_hires.png,"A Basic Pokemon Card of type Water with the title Swinub and 60 HP of rarity Common from the set Plasma Storm and the flavor text: Rooting the tip of its snout into the ground, it searches for food. Sometimes, it even digs up a hot spring. It has the attack Double Headbutt with the cost Water, Colorless, the energy cost 2 and the damage of 20 with the description: Flip 2 coins. This attack does 20 damage times the number of heads. It has weakness against Metal 2. ",Swinub,60,Plasma Storm
neo2-18,https://images.pokemontcg.io/neo2/18_hires.png,"A Stage 2 Pokemon Card of type Grass with the title Beedrill and 80 HP of rarity Rare evolved from Kakuna from the set Neo Discovery and the flavor text: It can take down any opponent with its powerful poison stingers. It sometimes attacks in swarms. It has the attack Triple Poison with the cost Grass, the energy cost 1 and the damage of 10 with the description: Flip a coin. If heads, the Defending Pokemon is now Poisoned. Your opponent now puts 3 damage counters on it instead of 1 after each player's turn (even if it was already Poisoned). It has the attack Pin Missile with the cost Grass, Grass, Colorless, the energy cost 3 and the damage of 20 with the description: Flip 4 coins. This attack does 20 damage times the number of heads. It has weakness against Fire 2. It has resistance against Fighting -30. ",Beedrill,80,Neo Discovery
sm7-24,https://images.pokemontcg.io/sm7/24_hires.png,"A Stage 1 Pokemon Card of type Fire with the title Magcargo and 90 HP of rarity Rare evolved from Slugma from the set Celestial Storm and the flavor text: Its body is as hot as lava and is always billowing. Flames will occasionally burst from its shell. It has the attack Combustion with the cost Fire, Colorless, Colorless, the energy cost 3 and the damage of 50. It has the ability Smooth Over with the description: Once during your turn (before your attack), you may search your deck for a card, shuffle your deck, then put that card on top of it. It has weakness against Water 2. ",Magcargo,90,Celestial Storm
sm12-29,https://images.pokemontcg.io/sm12/29_hires.png,"A Basic Pokemon Card of type Fire with the title Torkoal and 110 HP of rarity Uncommon from the set Cosmic Eclipse and the flavor text: You can tell how it's feeling by the smoke spouting from its shell. Tremendous velocity is a sign of good health. It has the attack Fire Fling with the cost Fire, the energy cost 1 with the description: Put 4 Fire Energy cards from your discard pile into your hand. It has the attack Kindle with the cost Fire, Fire, Fire, the energy cost 3 and the damage of 100 with the description: Discard an Energy from this Pokemon. If you do, discard an Energy from your opponent's Active Pokemon. It has weakness against Water 2. ",Torkoal,110,Cosmic Eclipse
bw5-22,https://images.pokemontcg.io/bw5/22_hires.png,"A Stage 1 Pokemon Card of type Fire with the title Volcarona and 110 HP of rarity Rare Holo evolved from Larvesta from the set Dark Explorers and the flavor text: A sea of fire engulfs the surroundings of their battles, since they use their six wings to scatter their ember scales. It has the attack Burning Wind with the cost Fire, Colorless, Colorless, the energy cost 3 and the damage of 70 with the description: You may discard an Energy attached to this Pokemon. If you do, the Defending Pokemon is now Burned. It has the ability Scorching Scales with the description: Put 4 damage counters instead of 2 on your opponent's Burned Pokemon between turns. It has weakness against Water 2. ",Volcarona,110,Dark Explorers
ex2-19,https://images.pokemontcg.io/ex2/19_hires.png,"A Stage 2 Pokemon Card of type Water with the title Omastar and 110 HP of rarity Rare evolved from Omanyte from the set Sandstorm.  It has the attack Pull Down with the cost Colorless, the energy cost 1 with the description: If your opponent has any Evolved Pokemon in play, remove the highest Stage Evolution card from each of them and put those cards back into his or her hand. It has the attack Hydrocannon with the cost Colorless, Colorless, the energy cost 2 and the damage of 30+ with the description: Does 30 damage plus 20 more damage for each Water Energy attached to Omastar but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way. It has weakness against Lightning 2. ",Omastar,110,Sandstorm
xy6-24,https://images.pokemontcg.io/xy6/24_hires.png,"A Basic Pokemon Card of type Lightning with the title Electrike and 60 HP of rarity Common from the set Roaring Skies and the flavor text: It stores static electricity in its fur for discharging. It gives off sparks if a storm approaches. It has the attack Bite with the cost Colorless, the energy cost 1 and the damage of 10. It has weakness against Fighting 2. It has resistance against Metal -20. ",Electrike,60,Roaring Skies
swsh3-21,https://images.pokemontcg.io/swsh3/21_hires.png,"A Basic, V Pokemon Card of type Fire with the title Houndoom V and 210 HP of rarity Rare Holo V from the set Darkness Ablaze.  It has the attack Searing Flame with the cost Fire, the energy cost 1 and the damage of 20 with the description: Your opponent's Active Pokemon is now Burned. It has the attack Vengeful Flame with the cost Fire, Fire, Colorless, the energy cost 3 and the damage of 100+ with the description: If your Benched Fire Pokemon have any damage counters on them, this attack does 100 more damage. It has weakness against Water 2. ",Houndoom V,210,Darkness Ablaze
xyp-XY18,https://images.pokemontcg.io/xyp/XY18_hires.png,"A Basic, EX Pokemon Card of type Grass with the title Chesnaught-EX and 180 HP of rarity Promo from the set XY Black Star Promos.  It has the attack Pin Missile with the cost Grass, Colorless, Colorless, the energy cost 3 and the damage of 40 with the description: Flip 4 coins. This attack does 40 damage times the number of heads. It has the attack Wild Tackle with the cost Grass, Grass, Colorless, Colorless, the energy cost 4 and the damage of 120 with the description: This Pokemon does 20 damage to itself. It has weakness against Fire 2. ",Chesnaught-EX,180,XY Black Star Promos
ex12-29,https://images.pokemontcg.io/ex12/29_hires.png,"A Stage 1 Pokemon Card of type Fighting with the title Anorith and 70 HP of rarity Uncommon evolved from Claw Fossil from the set Legend Maker.  It has the attack Influence with the cost Colorless, the energy cost 1 with the description: Search your deck for Omanyte, Kabuto, Aerodactyl, Lileep, or Anorith and put up to 2 of them onto your Bench. Shuffle your deck afterward. Treat the new Benched Pokemon as Basic Pokemon. It has the attack Stretch Claws with the cost Colorless, Colorless, the energy cost 2 and the damage of 20 with the description: If Anorith has any React Energy cards attached to it, this attack does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has weakness against Grass 2. ",Anorith,70,Legend Maker
sm5-28,https://images.pokemontcg.io/sm5/28_hires.png,"A Basic Pokemon Card of type Water with the title Alolan Sandshrew and 60 HP of rarity Common from the set Ultra Prism and the flavor text: An ancient tradition of Alolan festivals, still carried on to this day, is a competition to slide Sandshrew across ice as far as one can. It has the attack Fury Swipes with the cost the energy cost 0 and the damage of 10 with the description: Flip 3 coins. This attack does 10 damage for each heads. It has weakness against Metal 2. ",Alolan Sandshrew,60,Ultra Prism
xy2-32,https://images.pokemontcg.io/xy2/32_hires.png,"A Basic Pokemon Card of type Lightning with the title Shinx and 60 HP of rarity Common from the set Flashfire and the flavor text: The extension and contraction of its muscles generates electricity. It glows when in trouble. It has the attack Paralyzing Gaze with the cost Colorless, the energy cost 1 with the description: Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. It has the attack Static Shock with the cost Lightning, Lightning, the energy cost 2 and the damage of 30. It has weakness against Fighting 2. It has resistance against Metal -20. ",Shinx,60,Flashfire
xy1-27,https://images.pokemontcg.io/xy1/27_hires.png,"A Stage 1 Pokemon Card of type Fire with the title Fletchinder and 70 HP of rarity Uncommon evolved from Fletchling from the set XY and the flavor text: From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass. It has the attack Flame Charge with the cost Colorless, the energy cost 1 with the description: Search your deck for a Fire Energy card and attach it to this Pokemon. Shuffle your deck afterward. It has the attack Fire Wing with the cost Fire, Colorless, the energy cost 2 and the damage of 30. It has weakness against Lightning 2. It has resistance against Fighting -20. ",Fletchinder,70,XY
ecard2-H30,https://images.pokemontcg.io/ecard2/H30_hires.png,"A Stage 2 Pokemon Card of type Grass with the title Victreebel and 90 HP of rarity Rare Holo evolved from Weepinbell from the set Aquapolis.  It has the attack Corrosive Acid with the cost Grass, Grass, Colorless, the energy cost 3 and the damage of 40 with the description: Flip a coin. If heads, the Defending Pokemon is now Burned. It has the ability Fragrance Trap with the description: Once during your turn (before your attack), you may flip a coin. If heads, choose 1 of your opponent's Benched Pokemon and switch the Defending Pokemon with it. This Power can't be used if Victreebel is affected by a Special Condition. It has weakness against Fire 2. ",Victreebel,90,Aquapolis
dp7-18,https://images.pokemontcg.io/dp7/18_hires.png,"A Stage 2 Pokemon Card of type Psychic with the title Gengar and 110 HP of rarity Rare evolved from Haunter from the set Stormfront.  It has the attack Shadow Room with the cost Psychic, the energy cost 1 with the description: Put 3 damage counters on 1 of your opponent's Pokemon. If that Pokemon has any Poke-Powers, put 6 damage counters on that Pokemon instead. It has the attack Poltergeist with the cost Psychic, Colorless, the energy cost 2 and the damage of 30 with the description: Look at your opponent's hand. This attack does 30 damage times the number of Trainer, Supporter, and Stadium cards in your opponent's hand. It has the ability Fainting Spell with the description: Once during your opponent's turn, if Gengar would be Knocked Out by damage from an attack, you may flip a coin. If heads, the Defending Pokemon is Knocked Out. It has weakness against Darkness +30. It has resistance against Colorless -20. ",Gengar,110,Stormfront
ecard1-18,https://images.pokemontcg.io/ecard1/18_hires.png,"A Stage 2 Pokemon Card of type Grass with the title Meganium and 100 HP of rarity Rare Holo evolved from Bayleef from the set Expedition Base Set.  It has the attack Poisonpowder with the cost Grass, Grass, Colorless, Colorless, the energy cost 4 and the damage of 40 with the description: The Defending Pokemon is now Poisoned. It has the ability Soothing Aroma with the description: Once during your turn (before your attack), you may flip a coin. If heads, remove 1 damage counter from each of your Pokemon that has any. This power can't be used if Meganium is affected by a Special Condition. It has weakness against Fire 2. It has resistance against Water -30. ",Meganium,100,Expedition Base Set
base3-28,https://images.pokemontcg.io/base3/28_hires.png,"A Stage 1 Pokemon Card of type Grass with the title Muk and 70 HP of rarity Rare evolved from Grimer from the set Fossil and the flavor text: Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison. It has the attack Sludge with the cost Grass, Grass, Grass, the energy cost 3 and the damage of 30 with the description: Flip a coin. If heads, the Defending Pokemon is now Poisoned. It has the ability Toxic Gas with the description: Ignore all Pokemon Powers other than Toxic Gases. This power stops working while Muk is Asleep, Confused, or Paralyzed. It has weakness against Psychic 2. ",Muk,70,Fossil
xy7-28,https://images.pokemontcg.io/xy7/28_hires.png,"A MEGA, EX Pokemon Card of type Lightning with the title M Ampharos-EX and 220 HP of rarity Rare Holo EX evolved from Ampharos-EX from the set Ancient Origins.  It has the attack Exavolt with the cost Lightning, Lightning, Colorless, Colorless, the energy cost 4 and the damage of 120+ with the description: You may do 50 more damage and leave your opponent's Active Pokemon Paralyzed. If you do, this Pokemon does 30 damage to itself. It has weakness against Fighting 2. It has resistance against Metal -20. ",M Ampharos-EX,220,Ancient Origins
swsh1-27,https://images.pokemontcg.io/swsh1/27_hires.png,"A Basic Pokemon Card of type Fire with the title Salandit and 70 HP of rarity Common from the set Sword & Shield and the flavor text: Its venom sacs produce a fluid that this Pokemon then heats up with the flame in its tail. This process creates Salandit's poisonous gas. It has the attack Smog with the cost Fire, the energy cost 1 with the description: Your opponent's Active Pokemon is now Poisoned. It has weakness against Water 2. ",Salandit,70,Sword & Shield
sm2-26,https://images.pokemontcg.io/sm2/26_hires.png,"A Basic Pokemon Card of type Water with the title Delibird and 90 HP of rarity Common from the set Guardians Rising and the flavor text: Although it naturally prefers colder locales, Delibird in Alola seem able to withstand the heat to a certain extent. It has the attack All the Presents with the cost Colorless, the energy cost 1 with the description: Flip a coin until you get tails. For each heads, you may search your deck for a card and put it into your hand. Then, shuffle your deck. It has the attack Surprise Attack with the cost Water, the energy cost 1 and the damage of 40 with the description: Flip a coin. If tails, this attack does nothing. It has weakness against Metal 2. ",Delibird,90,Guardians Rising
bw10-31,https://images.pokemontcg.io/bw10/31_hires.png,"A Basic Pokemon Card of type Lightning with the title Tynamo and 30 HP of rarity Common from the set Plasma Blast and the flavor text: One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock. It has the attack Razor Fin with the cost Lightning, the energy cost 1 and the damage of 20. It has weakness against Fighting 2. ",Tynamo,30,Plasma Blast
hgss4-28,https://images.pokemontcg.io/hgss4/28_hires.png,"A Stage 2 Pokemon Card of type Psychic with the title Nidoqueen and 130 HP of rarity Rare evolved from Nidorina from the set HSTriumphant and the flavor text: It uses its scaly, rugged body to seal the entrance of its nest and protect its young from predators. It has the attack Return with the cost Colorless, the energy cost 1 and the damage of 30 with the description: Draw cards until you have 6 cards in your hand. It has the attack Prize Count with the cost Psychic, Colorless, Colorless, the energy cost 3 and the damage of 50+ with the description: If you have more Prize cards left than your opponent, this attack does 50 damage plus 30 more damage. It has weakness against Psychic 2. ",Nidoqueen,130,HS—Triumphant
bw11-29,https://images.pokemontcg.io/bw11/29_hires.png,"A Basic, EX Pokemon Card of type Fire with the title Reshiram-EX and 180 HP of rarity Rare Holo EX from the set Legendary Treasures.  It has the attack Glinting Claw with the cost Fire, Colorless, Colorless, the energy cost 3 and the damage of 50+ with the description: Flip a coin. If heads, this attack does 30 more damage. It has the attack Brave Fire with the cost Fire, Fire, Colorless, Colorless, the energy cost 4 and the damage of 150 with the description: Flip a coin. If tails, this Pokemon does 50 damage to itself. It has weakness against Water 2. ",Reshiram-EX,180,Legendary Treasures
bw7-28,https://images.pokemontcg.io/bw7/28_hires.png,"A Stage 1 Pokemon Card of type Fire with the title Darmanitan and 110 HP of rarity Uncommon evolved from Darumaka from the set Boundaries Crossed and the flavor text: When one is injured in a fierce battle, it hardens into a stone-like form. Then it meditates and sharpens its mind. It has the attack Continuous Tumble with the cost Colorless, the energy cost 1 and the damage of 20 with the description: Flip a coin until you get tails. This attack does 20 damage times the number of heads. It has the attack Damage Counterpunch with the cost Fire, Colorless, Colorless, the energy cost 3 and the damage of 60+ with the description: If this Pokemon has any damage counters on it, this attack does 60 more damage. It has weakness against Water 2. ",Darmanitan,110,Boundaries Crossed
smp-SM18,https://images.pokemontcg.io/smp/SM18_hires.png,"A Stage 1 Pokemon Card of type Water with the title Alolan Sandslash and 110 HP of rarity Promo evolved from Alolan Sandshrew from the set SM Black Star Promos and the flavor text: Fleeing a volcanic eruption, it settled on a snowy mountain. As it races through the snowfields, it sends up a spray of snow. It has the attack Smash Turn with the cost Water, Colorless, Colorless, the energy cost 3 and the damage of 50 with the description: Switch this Pokemon with 1 of your Benched Pokemon. It has the ability Slush Rush with the description: Once during your turn (before your attack), you may draw a card. It has weakness against Metal 2. ",Alolan Sandslash,110,SM Black Star Promos
dp1-27,https://images.pokemontcg.io/dp1/27_hires.png,"A Stage 2 Pokemon Card of type Psychic with the title Gengar and 110 HP of rarity Rare evolved from Haunter from the set Diamond & Pearl and the flavor text: It hides in shadows. It is said that if Gengar is hiding, it cools that area by nearly 10 degrees F. It has the attack Life Drain with the cost Colorless, the energy cost 1 with the description: Flip a coin. If heads, put damage counter on the Defending Pokemon until it is 10 HP away from being Knocked Out. It has the attack Shadow Dance with the cost Psychic, Psychic, Colorless, the energy cost 3 with the description: Put 4 damage counters on your opponent's Pokemon in any way you like. Then, switch Gengar with 1 of your Benched Pokemon. It has weakness against Darkness +30. It has resistance against Colorless -20. ",Gengar,110,Diamond & Pearl
dp5-19,https://images.pokemontcg.io/dp5/19_hires.png,"A Stage 1 Pokemon Card of type Fire with the title Flareon and 90 HP of rarity Rare evolved from Eevee from the set Majestic Dawn and the flavor text: It has a flame sac in its body. Its body temperature tops 1,650 degrees Fahrenheit before battle. It has the attack Fire Fang with the cost Fire, the energy cost 1 and the damage of 30 with the description: Flip a coin. If heads, the Defending Pokemon is now Burned. It has the attack Kindle with the cost Fire, Colorless, Colorless, the energy cost 3 and the damage of 70 with the description: Discard an Energy card attached to Flareon and then discard an Energy card attached to the Defending Pokemon. It has weakness against Water +20. ",Flareon,90,Majestic Dawn
sm1-27,https://images.pokemontcg.io/sm1/27_hires.png,"A Stage 2, GX Pokemon Card of type Fire with the title Incineroar-GX and 250 HP of rarity Rare Holo GX evolved from Torracat from the set Sun & Moon.  It has the attack Hustling Strike with the cost Fire, the energy cost 1 and the damage of 10+ with the description: This attack does 20 more damage for each of your Benched Fire Pokemon. It has the attack Tiger Swing with the cost Fire, Fire, Colorless, the energy cost 3 and the damage of 80+ with the description: Flip 2 coins. This attack does 50 more damage for each heads. It has the attack Burning Slam-GX with the cost Fire, Fire, Colorless, the energy cost 3 and the damage of 200 with the description: Your opponent's Active Pokemon is now Burned. (You can't use more than 1 GX attack in a game.) It has weakness against Water 2. ",Incineroar-GX,250,Sun & Moon
pl3-25,https://images.pokemontcg.io/pl3/25_hires.png,"A Stage 1 Pokemon Card of type Colorless with the title Dodrio and 80 HP of rarity Rare evolved from Doduo from the set Supreme Victors and the flavor text: When Doduo evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph. It has the attack Drill Peck with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 50. It has the ability Echo Draw with the description: Once during your turn (before your attack), you may draw a card. This power can't be used if Dodrio is affected by a Special Condition. It has weakness against Lightning +20. It has resistance against Fighting -20. ",Dodrio,80,Supreme Victors
xy3-17,https://images.pokemontcg.io/xy3/17_hires.png,"A Stage 2 Pokemon Card of type Water with the title Poliwrath and 140 HP of rarity Rare Holo evolved from Poliwhirl from the set Furious Fists and the flavor text: With its extremely tough muscles, it can keep swimming in the Pacific Ocean without resting. It has the attack Steamroll with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 60 with the description: This attack does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has the attack Submission with the cost Water, Water, Colorless, Colorless, the energy cost 4 and the damage of 130 with the description: This Pokemon does 30 damage to itself. It has weakness against Grass 2. ",Poliwrath,140,Furious Fists
xy8-23,https://images.pokemontcg.io/xy8/23_hires.png,"A Basic Pokemon Card of type Fire with the title Pansear and 60 HP of rarity Common from the set BREAKthrough and the flavor text: This Pokemon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit. It has the attack Fury Swipes with the cost Colorless, the energy cost 1 and the damage of 10 with the description: Flip 3 coins. This attack does 10 damage times the number of heads. It has weakness against Water 2. ",Pansear,60,BREAKthrough
