type_name,resistance
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Water'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Water'],"{'type': 'Fighting', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Fire'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Colorless', 'value': '-20'}"
['Lightning'],"{'type': 'Fighting', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Psychic'],"{'type': 'Fire', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Psychic'],"{'type': 'Fire', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Fighting'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Water'],"{'type': 'Lightning', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Water'],"{'type': 'Psychic', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Fighting'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Water'],"{'type': 'Lightning', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Fighting'],"{'type': 'Fighting', 'value': '-20'}"
['Fighting'],"{'type': 'Fighting', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Water'],"{'type': 'Lightning', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Metal'],"{'type': 'Fighting', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Psychic'],"{'type': 'Fire', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Fire'],"{'type': 'Fighting', 'value': '-30'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-30'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Colorless', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Colorless'],"{'type': 'Lightning', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Lightning'],"{'type': 'Fighting', 'value': '-30'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Water'],"{'type': 'Fighting', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Darkness'],"{'type': 'Fighting', 'value': '-20'}"
['Fire'],"{'type': 'Fighting', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Lightning'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Darkness'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Lightning'],"{'type': 'Colorless', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Psychic'],"{'type': 'Fighting', 'value': '-20'}"
['Water'],"{'type': 'Fighting', 'value': '-30'}"
['Fire'],"{'type': 'Fighting', 'value': '-30'}"
['Lightning'],"{'type': 'Fighting', 'value': '-30'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Grass'],"{'type': 'Fighting', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Fighting'],"{'type': 'Fighting', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Water'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Water'],"{'type': 'Fighting', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Psychic'],"{'type': 'Colorless', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Water'],"{'type': 'Fighting', 'value': '-20'}"
['Water'],"{'type': 'Fighting', 'value': '-20'}"
['Darkness'],"{'type': 'Psychic', 'value': '-20'}"
['Grass'],"{'type': 'Water', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Fighting'],"{'type': 'Lightning', 'value': '-20'}"
['Metal'],"{'type': 'Psychic', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Fire'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Metal', 'value': '-20'}"
['Lightning'],"{'type': 'Fighting', 'value': '-20'}"
['Psychic'],"{'type': 'Fighting', 'value': '-20'}"
['Psychic'],"{'type': 'Fighting', 'value': '-20'}"
['Fairy'],"{'type': 'Darkness', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Colorless'],"{'type': 'Fighting', 'value': '-20'}"
['Lightning'],"{'type': 'Fighting', 'value': '-20'}"
['Fire'],"{'type': 'Fighting', 'value': '-30'}"
['Water'],"{'type': 'Fighting', 'value': '-30'}"
